QGC WPL 110
0	1	0	16	0	0	0	0	41.487582	-71.441058	20.000000	1
1	0	3	178	0.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
2	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	41.487486	-71.440737	20.000000	1
4	0	3	206	8.812500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
5	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	41.486847	-71.440706	20.000000	1
7	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	41.486848	-71.440776	20.000000	1
9	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	41.487485	-71.440807	20.000000	1
11	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	41.487485	-71.440877	20.000000	1
13	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
14	0	3	16	0.000000	0.000000	0.000000	0.000000	41.486848	-71.440847	20.000000	1
15	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
16	0	3	16	0.000000	0.000000	0.000000	0.000000	41.486849	-71.440917	20.000000	1
17	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
18	0	3	16	0.000000	0.000000	0.000000	0.000000	41.487485	-71.440947	20.000000	1
19	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
20	0	3	16	0.000000	0.000000	0.000000	0.000000	41.487485	-71.441017	20.000000	1
21	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
22	0	3	16	0.000000	0.000000	0.000000	0.000000	41.486849	-71.440987	20.000000	1
23	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
24	0	3	16	0.000000	0.000000	0.000000	0.000000	41.486850	-71.441057	20.000000	1
25	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
26	0	3	16	0.000000	0.000000	0.000000	0.000000	41.487484	-71.441087	20.000000	1
27	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
28	0	3	16	0.000000	0.000000	0.000000	0.000000	41.487484	-71.441157	20.000000	1
29	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
30	0	3	16	0.000000	0.000000	0.000000	0.000000	41.486850	-71.441127	20.000000	1
31	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
32	0	3	16	0.000000	0.000000	0.000000	0.000000	41.486851	-71.441197	20.000000	1
33	0	3	115	180.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
34	0	3	16	0.000000	0.000000	0.000000	0.000000	41.487484	-71.441227	20.000000	1
35	0	3	206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
36	0	3	178	0.000000	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	1
